transaction_id,timestamp,merchant_name,transaction_amount,account_balance,is_fraud
35e04b25-99f0-4993-bfd0-1dacefd3945d,2024-05-12 14:26:19.528354,Peterson Inc,4189.98,38623.89,0
a4cbbcf1-cf23-419d-b17e-abcab24f0f74,2024-02-01 10:54:50.582715,"Garrett, Norman and Graves",45855.03,65153.17,0
49a07bce-ba8d-48e5-b4d2-d420b27e28af,2024-05-18 02:59:12.397251,"Johnson, Gutierrez and Burgess",45992.47,40247.3,0
3c37a46c-e7a3-4b23-9eaf-3a89705a91e9,2024-01-08 17:58:09.300101,Schneider and Sons,11753.54,17000.7,0
c681045f-c0f9-420d-a4e4-49e3d31e0227,2024-07-02 01:45:29.993149,Moore Inc,15011.32,31399.92,0
64365c51-8697-4feb-8a03-95561f42beb5,2024-01-06 22:47:31.139460,"Tucker, Keller and Wilson",1680.76,15503.89,0
3ba95f55-d319-4841-a730-95b1f93785c4,2024-01-21 12:35:00.176094,Adams-Serrano,6240.56,27468.82,0
e4afc539-c7a5-42fd-8dcb-d601c531b242,2024-03-26 14:44:31.516834,"Cole, Hernandez and Sullivan",22698.75,51380.31,0
19f9851c-3577-44fc-9ccb-691d0e3ea0cf,2024-09-03 22:23:07.468114,"Bush, Diaz and Smith",28396.46,28629.27,0
9e92ed1c-993b-46d5-be3d-afc0eb30c3c0,2024-02-26 08:21:04.813002,Burns-Campbell,1222.87,23924.9,0
78e51341-4e2f-463a-926a-b0991d6f5731,2024-03-04 05:38:36.783733,Bell-Walker,25894.21,18224.74,0
251dbac0-340a-47c3-aeb5-b0741a1f1cae,2024-03-14 17:37:33.447215,"Montgomery, Alvarez and Browning",37146.71,87670.55,0
77aa07d2-734b-47dd-9ec9-3f50b447a0c8,2024-02-23 08:23:51.462531,"Thomas, Acevedo and Huff",48305.98,11827.33,0
8f4f123f-1f88-481a-a120-f13f8aeef9cb,2024-05-08 11:27:23.679597,Murray LLC,35442.36,1861.84,0
88646daf-fc51-41f8-a6d7-c12fc460a007,2024-02-18 21:18:45.251549,Carey and Sons,6462.38,3027.36,0
3ea787b0-7351-43b7-963d-f1ffac32deb9,2024-03-09 01:18:24.957940,Smith LLC,47462.58,50441.7,0
1e836697-0a12-477c-bfa9-901fa725906a,2024-01-17 15:08:12.016903,"Smith, Reyes and Clark",27914.61,54368.24,0
4063f29b-db8d-4288-bfa3-c97020329390,2024-01-09 08:00:18.754489,"Bond, Martin and Davis",30553.29,33585.45,0
0d09bfaa-8b3d-414c-9bb1-30660f7f740f,2024-08-08 12:18:42.813223,"Craig, Sanchez and Owens",2377.68,43619.1,0
9e2481f6-b241-4fbc-8083-12ed3806bc56,2024-02-10 18:44:35.183633,"Morales, Short and Mendoza",33701.72,24913.07,1
345effeb-c372-4cee-ba69-d011e620b9d7,2024-05-27 16:51:44.916911,Mendoza PLC,4152.32,87312.3,0
73a40903-8426-4a79-93bd-7998920f5ce5,2024-07-23 19:50:20.304202,Harris and Sons,3290.51,60902.73,0
d83c5bed-fe45-4575-ac75-334fa20b8b40,2024-03-08 13:24:10.151989,Kim-Chapman,39805.42,27146.13,0
1d877ceb-efd1-494c-882b-ec7d875ffec4,2024-08-26 12:49:44.558133,Wilson-Webb,13284.94,45510.66,0
47eeebe6-9526-4f55-9b45-d40ec98c41c7,2024-08-30 02:17:36.788976,Boyd LLC,7038.77,70390.41,0
5f042540-9b12-4f8f-95b4-af0562ad08e0,2024-08-03 17:30:49.073365,Lopez-Jones,9427.86,66167.81,0
c6be762f-e6db-4e7e-9926-1d36e9b9382c,2024-04-02 23:13:41.212379,"Taylor, Hall and Martinez",20263.28,47817.67,0
1ff8290b-7ea9-4286-839a-544536616203,2024-08-12 23:09:22.721953,Roberts and Sons,25122.26,41395.78,0
8f997b20-38ad-4db3-85c6-d887e3c066fa,2024-03-01 14:07:41.214447,Vasquez Ltd,24243.36,56772.35,0
a1951562-ea22-433d-b13a-32bf5d8621e2,2024-06-10 15:33:18.849918,Rogers LLC,19651.84,55062.83,0
9cce4394-539d-45fa-8bf8-9050efaf9d9d,2024-09-10 17:16:30.891594,"Petersen, Summers and Chavez",8363.96,89680.31,0
6b224141-80a0-4506-9333-fb798574ca2b,2024-02-29 04:15:28.177065,Baker Group,26682.51,43645.86,0
095c769a-5592-43da-8740-c81d78ffc57d,2024-01-19 21:52:35.185523,Jackson and Sons,28050.39,32228.38,0
976bb985-32d8-47ba-8d9e-8f60aea3a32f,2024-04-07 01:57:37.174894,"Hernandez, Richardson and Thornton",8779.14,99981.95,0
6935063b-dd00-4804-b822-0d5b64b9645d,2024-07-11 17:02:09.797718,"Brown, Esparza and Garza",8668.19,35610.71,0
e97cec50-86e3-4d52-8e6b-2a5af59c73ad,2024-09-02 16:00:26.211280,Waller and Sons,32958.56,55755.19,0
12baa894-3e0c-47e2-8818-2772a13726ad,2024-07-30 18:51:06.844891,Cruz-Smith,8737.71,29444.5,0
e3babde1-38f4-47db-9793-01578e80aca5,2024-03-14 07:45:38.038785,Long and Sons,48187.93,85557.72,0
db14d873-0509-4a48-8d5e-a7e63a0d0fc4,2024-09-18 20:27:08.838464,Hill-Stewart,2067.77,68126.54,0
56f7591f-9375-41a9-b295-f20cc2ca7722,2024-07-01 06:09:33.841078,Schwartz-Sweeney,16512.53,32511.41,1
bf4d0a6a-6c97-46a5-839e-9802ef8e3162,2024-08-23 14:30:31.531177,Pittman-Maxwell,5660.06,64264.56,0
ec05fb61-27aa-4601-b422-34ea785cf817,2024-03-31 09:56:46.092110,Stephens-Spencer,36217.74,52235.17,0
df522626-5c05-4fcc-8622-2751a8229cb9,2024-07-16 04:17:33.390956,Morrison-Harris,13269.24,74105.34,0
4330378a-0f43-4912-82c0-7bcb7f2eb71c,2024-05-20 10:15:50.082015,Stephens PLC,27551.08,75903.5,0
11110220-188b-46f2-a86f-d450f7eff52f,2024-03-02 21:18:53.579622,"Chen, Warren and Smith",29454.67,69542.16,0
5878ef99-1924-4671-ac7a-0c378eae03f6,2024-02-08 21:36:06.110583,Maldonado Ltd,5841.41,2933.25,0
59449915-ba72-48c7-b671-c37b81bda01e,2024-05-16 07:42:40.789132,"Marquez, Miller and Chandler",13358.15,37111.7,0
70056f0f-a1d0-4aaa-8ac5-6cfb48dcebd9,2024-06-05 18:32:35.566967,"Baldwin, Zavala and Hart",2456.19,41679.8,0
4cb5b27f-159d-43fd-bf62-d00a341eb1ee,2024-02-06 23:23:06.422382,"Wong, Dean and Greene",7597.6,85693.1,0
3244fa15-b41f-439f-ade7-026314ddefa7,2024-03-17 21:30:21.843721,"Wright, Phillips and Miller",9437.47,81370.16,0
133be25f-f2e1-4bb4-a068-3773b4d5fe1b,2024-04-17 01:17:03.732138,Sparks Group,9855.82,26214.41,0
77275395-901a-4b8b-a7a0-30bcff775073,2024-04-05 13:37:05.283214,Beard-Fisher,32043.62,2738.38,0
a6a45cc0-7d94-4f28-96d5-e0f259d863d0,2024-06-04 16:47:34.161743,Johns-Williams,19155.69,84766.65,0
7144774c-959d-4652-84e5-fc05110d13f9,2024-04-26 18:50:17.217268,"Thompson, Clark and Craig",1488.98,42536.48,0
37e2aefb-9bcf-4a9b-8e1e-a04fd262ea61,2024-07-23 23:34:05.036869,Schaefer-Vega,19725.08,27668.91,0
698b39d1-80d5-4b23-b07f-a31203d4e246,2024-07-26 05:00:33.460587,"Riley, Montes and Francis",15018.38,88702.8,1
00c5f3dd-b95c-43d9-88bb-beac53637585,2024-09-18 14:39:14.834460,Mann-Brown,39978.99,43446.91,0
29d12fdc-d7bd-4433-86e4-a838509feecd,2024-06-16 15:58:33.351596,"Williams, Wong and Bowman",12986.72,88616.68,0
69114e00-825d-426c-b51b-8ebb123be6b0,2024-08-30 10:57:04.084271,"Brown, Porter and Kaiser",26245.99,77930.27,0
12d42ec7-af1a-4870-ae8f-8e8ff800a4c6,2024-07-16 13:58:36.231641,Webster-Martin,49070.3,49614.25,0
f21f6054-7fd1-4b08-8e98-affb11592f46,2024-02-01 23:28:01.190343,"Adams, Mendoza and Casey",26171.75,73195.31,0
ea9b0fc2-1f79-490d-bb34-ed5bddd5977d,2024-08-05 01:04:36.492999,Nguyen-Foster,17636.16,95164.03,0
31bd901f-bc4e-4def-89e0-e54d4cf77d27,2024-07-29 07:39:33.263368,Robinson PLC,31649.98,25841.32,0
ef9a72ff-bbe2-41fc-9a55-2cbef93ab3e8,2024-04-16 08:31:04.246239,Merritt-Lang,17370.39,3263.53,0
964488e4-c0cc-490b-b355-8d34f09cb441,2024-08-16 11:56:38.774810,"Key, Smith and Rodriguez",2118.85,49742.23,0
ca6e98df-c22f-4d65-84a4-f216b5c5494e,2024-05-05 19:46:46.327419,Cook-Bennett,741.23,49121.28,0
34e76a14-069e-440a-8bad-01917db95720,2024-09-07 09:21:50.064015,Reed Ltd,31074.98,7644.53,0
0ca588e5-3dcc-475d-b3c7-8a14f5a87daa,2024-04-13 06:38:15.192906,Sullivan-Price,25226.29,79172.95,1
24577548-b27e-42e6-bdbc-1ec9637b3410,2024-06-13 16:35:29.975123,"Martin, Nelson and Jefferson",49375.93,2800.51,0
e85f0f57-66b5-4636-bc8e-80263f134610,2024-07-24 06:46:46.853574,"Martin, Sharp and Carey",27905.83,64524.73,0
bc5912d7-7e16-47dc-a81e-193b5db7c407,2024-02-19 20:43:08.762010,"Cardenas, Hill and Fuller",29310.71,40340.17,0
425c79e3-3b41-4569-820b-b1a2aade7ff3,2024-08-20 20:01:47.272114,"Miller, Olson and Hays",21114.79,64060.82,0
8921325f-618c-4e80-8686-d4eadf37d5f8,2024-01-21 21:13:59.195576,Wells-Jacobs,17795.51,45420.34,0
44808ce9-2e03-457a-b7db-0392db79f2dc,2024-09-14 00:01:19.760600,Rowe Inc,22886.84,52255.81,0
f487fe56-926c-4042-a116-803b7fd200c8,2024-09-04 22:08:53.301929,Anderson LLC,35034.66,53302.59,0
309cc6f2-17f0-4c67-aab0-f56a5ed47470,2024-06-07 02:42:48.050938,"Barr, Nichols and Turner",40422.39,82626.27,0
0c4b9c10-02bc-4dfb-a9d8-2282f18f409b,2024-07-01 05:25:22.095694,Rhodes-Lindsey,7642.69,71839.82,0
37bcab5d-0c1c-4616-a7d0-5e38dbf3d0b2,2024-01-26 06:03:24.048675,"Williams, Wood and Hunter",31075.72,69202.33,0
59701a90-cc4c-45c3-ae73-00788e087601,2024-03-26 21:52:21.599182,"Martinez, Hancock and Osborne",36194.77,56141.85,0
6deb4b84-d394-4c92-8c36-81f68fdc3b39,2024-03-11 19:01:13.027954,Miller-Harris,32855.02,8089.76,0
80b5fdd6-9d89-4c76-8fe7-c1699cfa2730,2024-04-02 10:12:43.310827,Hart Group,18460.26,22239.66,0
09eae37a-618f-4e2d-88d1-7e7cfdf509ad,2024-07-21 08:26:30.699541,"Hobbs, Brown and Murphy",35485.95,92231.51,0
c41ef756-47d6-4e0c-b200-13570b188fb6,2024-07-28 09:27:24.594929,Frank-Porter,10854.14,7397.4,0
5caa69a6-90b8-48b9-a648-286e31541228,2024-05-27 19:51:08.447414,Carter and Sons,13627.49,16942.84,0
cded2aa9-9394-44ad-9029-6a14693e5ba8,2024-05-28 09:56:17.266048,"Cohen, Kim and Smith",2730.89,32395.15,0
69182826-3a30-40c5-9f3a-6e4525f99855,2024-01-28 23:56:54.406046,Ryan-Romero,11628.5,54659.21,0
1a768e6e-9134-437a-a387-70070dd6aab8,2024-08-05 08:31:17.645036,Lang PLC,8816.5,91007.45,0
90d91504-235c-46b3-87c1-f648c59c9d57,2024-02-09 11:25:33.009457,Hernandez Group,10346.48,52355.17,0
709b51df-a7cb-45a0-bf25-a6884b53794f,2024-07-16 11:14:03.154244,Lawson Group,22599.81,73408.57,0
57b600a9-2f2c-403a-bc46-730e544e6e56,2024-03-24 16:18:50.639982,Bowen-Williams,11248.26,42566.28,0
2889ca34-05cb-46ed-a662-322cfcd7bf87,2024-03-09 15:05:16.898786,Russell Group,5035.01,77406.25,0
af588b1c-9cf4-4c79-b7fc-20f888f60169,2024-07-25 01:52:39.812682,"Rangel, Johnson and Walter",15096.09,37874.23,0
10937322-ac5a-4dae-a1fe-519c8cac528e,2024-03-02 05:32:03.319842,Phillips-Duffy,30309.16,68809.68,0
29689957-3261-46fb-84e7-a814f50c6dda,2024-04-15 14:23:25.718215,Tucker-Dickson,26635.57,69431.58,1
c8a6d88e-d18a-4c56-88d0-315a00d4e3c0,2024-02-29 03:27:09.558372,"Hall, Blevins and Mcdowell",27762.13,65024.46,0
ac20bede-727e-4eca-8d2f-12d653112b09,2024-09-03 08:42:35.671897,Rogers Group,30537.98,33941.96,0
350cc283-6d20-4988-8ef3-d09947114bc7,2024-08-28 22:00:36.280073,Meyer Group,6685.48,52186.14,0
5cb2615c-ff0e-4a2e-96e5-53a039dbfd8f,2024-03-25 05:46:20.022497,Warren-Rodriguez,30379.6,53642.08,0
d295dc2b-f9c0-4528-a80d-0ffe664b90c0,2024-09-07 11:51:52.069730,"Barker, Harper and Ortiz",36657.55,13862.1,0
e5492ae8-bd38-4b1e-ad48-bbf7c5c42a34,2024-08-05 14:00:47.121639,Mendoza and Sons,1473.17,93736.34,0
95d24a68-f4fe-48b2-b5c3-2a445b611cd2,2024-06-04 01:54:04.138688,Jones-Smith,4040.19,53591.1,0
5a45c042-414e-40b9-a57f-ae8c76171f6e,2024-05-28 16:48:23.311502,"Murphy, Sullivan and Andrews",8090.1,93322.84,0
0c4d626f-1b3c-4c93-bb6f-be432f3c5823,2024-05-20 20:27:26.514315,Valdez-Phillips,45027.27,26839.77,0
70185c21-1bc1-4970-a976-7159fc01c534,2024-08-16 15:05:09.145413,Johnson-Wood,19687.0,16586.27,0
2afc5866-a008-4246-8dba-eb9fe6936a4d,2024-03-06 06:06:33.920923,Green Group,7727.56,50817.37,0
bf9ae75d-f2c2-410b-a9d4-4be5c68b3339,2024-09-16 19:20:31.003884,"Morgan, Smith and Juarez",30232.05,19033.0,0
c9fda790-77a8-4168-b6ef-69e2fbe9674f,2024-07-14 20:30:59.001975,"Miller, Harper and Hernandez",40065.93,18961.17,0
d90c07d2-88cb-46b9-861d-2ce140fd2298,2024-06-05 22:29:04.989088,Bowman PLC,20731.37,72910.66,0
b4ee6ee6-bf42-4537-9ad9-c4c67450dfe0,2024-06-08 10:03:30.843041,"Williams, Henry and Perez",7779.13,43044.12,0
85e1dbe6-ed53-4ecb-a594-9ef4b472d17b,2024-06-12 10:35:57.439534,"Morris, Bell and Crosby",35624.47,48121.7,0
8f40ae00-a3b9-4347-913e-0b328938e84a,2024-06-30 22:57:52.393590,Turner-Morales,6689.89,64010.43,0
f7c03615-37c6-46b2-b2de-32fc7551aba7,2024-02-09 07:02:52.891254,"Cruz, Henry and Gallegos",12523.67,99924.04,0
51a76151-83ab-47bb-98ca-44b790b15323,2024-01-30 01:59:02.473840,"Weeks, Frazier and Edwards",7305.69,66858.7,0
b1d148e3-5a73-4b5e-bcf1-36b2d36d5d88,2024-07-11 03:49:25.591056,Ellis Inc,2777.45,5010.5,0
beb28e04-16a3-4927-a482-bb304862927b,2024-07-21 21:55:51.091795,Williams LLC,13317.77,1406.97,0
3beba1a6-e46e-4488-ac34-701f51a3826a,2024-07-25 04:33:51.387636,"Anderson, Chang and Melton",48864.07,13714.51,0
04f9f945-1da3-4ea6-9cb9-e9e6d1920780,2024-05-15 07:49:36.647522,"Lowery, Cooper and White",367.38,29066.63,0
e6f31c1a-96bb-47fb-812a-fe6a6f13858c,2024-08-28 03:40:49.903817,Thompson-English,24614.74,76789.65,0
5d6a72ca-85f7-4af9-a03c-4e00afeae2ad,2024-07-16 00:53:17.811357,"Young, Nicholson and Bailey",35387.17,39767.1,0
818484af-287b-4923-a827-8cebe7878d29,2024-06-27 05:48:28.566660,Kerr and Sons,30546.37,90965.81,0
cfc7b09c-c18e-40e0-aa28-9fb6fb4c6566,2024-04-01 15:25:06.245351,"Stephenson, Davis and Soto",3683.25,25510.64,0
3443cf2d-1871-4f01-ad01-04b66dc8b3ff,2024-04-17 18:34:11.172629,Bell LLC,9681.96,67242.08,0
4826f8cc-7aed-480c-b7af-89e7bce78d7f,2024-04-06 20:58:14.240440,"Thomas, Taylor and Ruiz",24959.43,80286.0,0
446ad916-ed2e-4940-a293-67942584b458,2024-07-05 19:45:29.110069,"Boyd, Conner and Salazar",15219.41,93576.21,0
d20623b2-5bd3-4581-b748-6d746e4be0aa,2024-09-07 05:01:33.076474,Branch Inc,23576.41,14548.68,0
099b7829-fbf6-4048-9117-3b720a9bc1ab,2024-04-13 06:27:38.872049,"Johnson, Webster and Clayton",43258.56,74821.74,0
c3fd616e-580e-421e-bca0-faf3219bef16,2024-06-17 07:06:35.693991,Price-Valencia,40637.32,75619.04,0
9ddb0cbb-4ea6-4eb6-99bb-57d86664cd3d,2024-07-29 13:55:32.490124,"Johnson, Dixon and Martin",34965.97,59761.74,0
ffa0b2d5-c995-4275-a0a5-16dfc3ed9736,2024-03-26 11:51:10.467459,"Reed, Collier and Price",46517.25,15953.83,0
67bb0195-9cdf-4ddf-9fd6-a0a3c352f198,2024-08-28 04:05:19.941149,Keller-Thompson,11453.85,88567.6,0
4f319b58-1d9b-49e4-b956-2e6f63748cf3,2024-01-15 19:45:28.808056,"Leach, Garza and Villanueva",28859.89,17862.68,0
f8f75112-7cd6-4406-8adc-9cc7270d004e,2024-05-10 09:42:57.912183,Bell-Perez,29843.06,5692.92,0
c0ff9d23-4b50-40b9-8272-dea4c586fc04,2024-05-15 00:04:19.270338,Kelley Group,41853.31,65620.67,0
e056a17d-c83e-4827-9606-230c07548b79,2024-05-06 19:31:55.707675,Sharp-Hopkins,9354.7,77278.56,0
6cde6bdf-c562-4c56-a495-759f229200fc,2024-09-14 13:24:28.902605,Davis-Le,25731.53,11090.64,0
0bc529dc-5f8f-4194-95fb-586ba852a1af,2024-07-13 01:16:35.154384,Brown PLC,29665.78,6358.39,0
2538c8fd-fb95-4270-b18b-faa3f36c9f6b,2024-03-21 00:45:01.270222,"Washington, Walker and Parker",24840.62,96241.99,0
68160c64-38e6-4bfc-830f-8d5ba2c563fc,2024-02-18 01:25:25.518201,Mclean-Martinez,8359.88,68283.86,0
975b8b18-8f47-4095-a7ac-256f0df31aa1,2024-01-14 06:27:50.010695,Paul Ltd,25674.7,33381.3,0
4ab0e67e-0178-4263-9033-6abd7ccc05d3,2024-03-22 15:01:27.664629,"Kidd, Richards and Wilson",43894.28,71135.65,0
e9d0ccb4-66b5-431a-ad66-6f8b456d0158,2024-04-01 19:40:13.166707,Garcia PLC,20967.5,31244.53,0
18267939-2d1f-4e48-ad0a-82d65882be6a,2024-04-21 05:45:13.946091,Carter Inc,3667.72,77174.81,1
29081d0d-6567-4e26-a3cf-54752411c4e3,2024-09-14 16:23:43.051172,"Davis, Fowler and Ryan",32238.22,63882.91,0
f510ab7b-68f9-4c98-b593-4ff7557abaea,2024-08-15 22:43:19.617482,"Levine, Myers and Hicks",22067.97,9491.25,0
d7075f90-aa6e-4b60-b0dd-83557171308b,2024-06-13 06:54:31.732649,"Doyle, Gardner and Zimmerman",37512.88,13779.76,0
b2061f27-25a4-4d72-9d9b-25b0bf0a4f2e,2024-07-07 20:20:29.673122,Douglas and Sons,18767.18,66398.72,0
dd1156ca-b55a-4bb6-a04a-b39f8c14008a,2024-08-13 18:29:18.653271,Gates-Nichols,1328.65,26740.8,0
e05cdf29-f236-469c-8639-355391602c00,2024-06-09 14:18:56.059300,Diaz-Jackson,49929.99,71055.63,0
3c9687f5-0abc-421e-a583-a5ed3853cfe6,2024-08-17 12:08:05.576113,Hayes Ltd,20155.75,27511.82,0
409c4b9f-593e-46a2-ba99-cba24dbe3487,2024-01-21 07:10:48.709079,"Garcia, Johnson and Fox",45521.45,89035.5,0
0c2b688a-399a-4fff-8e5d-6ded186d3206,2024-01-24 01:33:41.992111,"Hernandez, Garcia and Norman",47348.81,17270.34,0
96181b29-422b-434b-94bd-5d9f4c26b641,2024-05-03 07:54:41.754121,"Sanchez, Ortiz and Delacruz",24295.69,61750.33,0
b9438e97-4c3d-43d3-b2a7-ef6f7b2b5440,2024-09-08 03:47:12.486883,"Brown, Sims and Phillips",568.62,7742.03,0
3f8b40a8-e9ef-4166-bc84-9663870fe29f,2024-03-02 04:06:06.730629,Marks-Duffy,30648.34,62950.18,0
905cddd5-bd0f-4ec1-b557-7a7519ea4d0e,2024-09-09 15:12:58.824927,Roberts Inc,24947.91,79194.41,0
3b1d0880-4708-457c-96b9-2bfc0b9579f2,2024-01-27 18:05:27.177605,Ramirez-Jimenez,43695.06,62166.29,0
4996e69f-5129-4a0d-a491-76980ea94d85,2024-07-04 08:51:36.234462,Duran-Fritz,8173.11,58844.92,0
cc270337-7be3-4813-9b70-165b623d3c61,2024-03-17 09:20:23.492652,Williams and Sons,34062.32,63982.89,0
bb4b8eec-491b-49d3-af66-5a7bd1b94fb1,2024-03-29 14:56:03.138981,"Ho, Martin and Phillips",48678.61,31873.64,0
94c68016-4f43-4001-8679-d2ad242d80c8,2024-05-24 11:20:10.294483,Archer Inc,17890.49,32403.64,0
c3ab42da-cbf4-4dd1-8f27-4fb1c0df399a,2024-04-01 04:21:37.738091,"Berry, Lambert and Ross",2330.6,30327.12,0
2443d692-b3fc-4ce5-9637-f2e74d200981,2024-01-21 02:46:43.266856,Reynolds and Sons,1190.46,44172.35,0
ee251280-2731-4852-b998-c81df09b1c4b,2024-05-21 00:21:20.917801,Rodriguez Ltd,34356.1,16391.93,0
a37b0f94-435b-46ad-8575-fc54204a971a,2024-09-14 08:33:17.521496,Clark-Koch,19146.87,3867.76,0
5b418377-6e47-4740-8eee-c240f8879e33,2024-05-11 19:58:32.904278,"Medina, Sherman and Lane",4528.15,61182.58,0
9636dd28-ce88-4823-9d86-76244cba0748,2024-01-10 14:17:05.598078,Green LLC,14961.73,18946.35,0
